norm;referenz;vorgabe_zusammenfassung;zitat;art_der_vorgabe;pflichtstaerke;sprachlicher_indikator;normadressat_kategorie;normadressat_text;quelle
32014R0600;Art. 1 Absatz 8 Satz 1;Die ESMA muss Entwürfe technischer Regulierungsstandards erarbeiten.;Die ESMA erarbeitet in enger Zusammenarbeit mit dem ESZB Entwürfe technischer Regulierungsstandards zur Präzisierung der geld-, devisen- und finanzstabilitätspolitischen Geschäfte und der Arten von Geschäften, für die Absätze 6 und 7 gelten.;Handlungspflicht;muss;Die ESMA erarbeitet;Öffentliche Verwaltung;die ESMA;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0600#art_1
32014R0600;Art. 1 Absatz 8 Satz 2;Die ESMA muss der Kommission die Entwürfe technischer Regulierungsstandards vorlegen.;Die ESMA legt der Kommission bis zum 3. Juli 2015 diese Entwürfe technischer Regulierungsstandards vor.;Informationspflicht;muss;legt ... vor;Öffentliche Verwaltung;die ESMA;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0600#art_1
32014R0600;Art. 1 Absatz 9 Satz 2;Die Kommission muss dem Europäischen Parlament und dem Rat einen Bericht vorlegen.;Dafür legt die Kommission dem Europäischen Parlament und dem Rat bis zum 1. Juni 2015 einen Bericht vor, in dem die Behandlung von Geschäften von Drittlandzentralbanken, die für die Zwecke dieses Absatzes die Bank für Internationalen Zahlungsausgleich einschließen, bewertet wird.;Informationspflicht;muss;legt ... einen Bericht vor;Öffentliche Verwaltung;die Kommission;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0600#art_1
32014R0600;Art. 3 Absatz 1 Satz 1;Marktbetreiber und Wertpapierfirmen, die einen Handelsplatz betreiben, müssen aktuelle Geld- und Briefkurse sowie die Tiefe der Handelspositionen veröffentlichen.;Marktbetreiber und Wertpapierfirmen, die einen Handelsplatz betreiben, veröffentlichen die aktuellen Geld- und Briefkurse und die Tiefe der Handelspositionen zu diesen Kursen, die über ihre Systeme für Aktien, Aktienzertifikate, börsengehandelte Fonds, Zertifikate und andere vergleichbare Finanzinstrumente, die an dem Handelsplatz gehandelt werden, mitgeteilt werden.;Informationspflicht;muss;veröffentlichen die aktuellen Geld- und Briefkurse und die Tiefe der Handelspositionen;Wirtschaft;Marktbetreiber und Wertpapierfirmen, die einen Handelsplatz betreiben;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0600#art_3
32014R0600;Art. 3 Absatz 1 Satz 3;Marktbetreiber und Wertpapierfirmen, die einen Handelsplatz betreiben, müssen die Informationen während der üblichen Handelszeiten fortlaufend veröffentlichen.;Marktbetreiber und Wertpapierfirmen, die einen Handelsplatz betreiben, veröffentlichen diese Informationen während der üblichen Handelszeiten auf kontinuierlicher Basis.;Informationspflicht;muss;veröffentlichen diese Informationen während der üblichen Handelszeiten auf kontinuierlicher Basis;Wirtschaft;Marktbetreiber und Wertpapierfirmen, die einen Handelsplatz betreiben;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0600#art_3
32014R0600;Art. 3 Absatz 3;Marktbetreiber und Wertpapierfirmen, die einen Handelsplatz betreiben, müssen bestimmten Wertpapierfirmen diskriminierungsfreien Zugang zu ihren Veröffentlichungssystemen gewähren.;Marktbetreiber und Wertpapierfirmen, die einen Handelsplatz betreiben, gewähren Wertpapierfirmen, die ihre Offerten für Aktien, Aktienzertifikate, börsengehandelte Fonds, Zertifikate und andere vergleichbare Finanzinstrumente gemäß Artikel 14 offenlegen müssen, zu angemessenen kaufmännischen Bedingungen und diskriminierungsfrei Zugang zu den Systemen, die sie für die Veröffentlichung der Informationen nach Absatz 1 verwenden.;Duldungs-/Mitwirkungspflicht;muss;gewähren ... zu angemessenen kaufmännischen Bedingungen und diskriminierungsfrei Zugang;Wirtschaft;Marktbetreiber und Wertpapierfirmen, die einen Handelsplatz betreiben;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0600#art_3
32014R0600;Art. 4 Absatz 1 Buchstabe a;Marktbetreiber und Wertpapierfirmen müssen für die fortlaufende Nutzung der Ausnahme die Bedingungen des Artikels 5 erfüllen.;für eine kontinuierliche Inanspruchnahme dieser Ausnahme müssen die in Artikel 5 genannten Bedingungen erfüllt sein;Informationspflicht;muss;müssen die in Artikel 5 genannten Bedingungen erfüllt sein;Wirtschaft;Marktbetreiber und Wertpapierfirmen, die einen Handelsplatz betreiben;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0600#art_4
32014R0600;Art. 4 Absatz 1 Buchstabe b Ziffer i;Marktbetreiber und Wertpapierfirmen müssen die in Artikel 5 festgelegten Bedingungen erfüllen.;hierbei müssen die in Artikel 5 festgelegten Bedingungen erfüllt sein;Informationspflicht;muss;müssen die in Artikel 5 festgelegten Bedingungen erfüllt sein;Wirtschaft;Marktbetreiber und Wertpapierfirmen, die einen Handelsplatz betreiben;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0600#art_4
32014R0600;Art. 4 Absatz 3 Satz 1 Buchstabe a;Der Handelsplatz muss die betreffenden Geschäfte nach seinen Regeln ausführen.;"Wenn Handelsplätze Systeme betreiben, die gemäß Absatz 1 Buchstabe b Ziffer i ausgehandelte Geschäfte formalisieren, a) werden diese Geschäfte gemäß den Regeln des Handelsplatzes ausgeführt;";Handlungspflicht;muss;werden diese Geschäfte gemäß den Regeln des Handelsplatzes ausgeführt;Wirtschaft;Handelsplatz;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0600#art_4
32014R0600;Art. 4 Absatz 3 Satz 1 Buchstabe b;Der Handelsplatz muss Vorkehrungen, Systeme und Verfahren zur Verhinderung und Aufdeckung von Marktmissbrauch vorhalten.;"b) verfügt der Handelsplatz über Vorkehrungen, Systeme und Verfahren, um Marktmissbrauch oder Versuche des Marktmissbrauchs in Bezug auf ausgehandelte Geschäfte gemäß Artikel 16 der Verordnung (EU) Nr. 596/2014 zu verhindern und aufzudecken;";Handlungspflicht;muss;verfügt der Handelsplatz über Vorkehrungen, Systeme und Verfahren, um … zu verhindern und aufzudecken;Wirtschaft;Handelsplatz;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0600#art_4
