norm;referenz;vorgabe_zusammenfassung;zitat;art_der_vorgabe;pflichtstaerke;sprachlicher_indikator;normadressat_kategorie;normadressat_text;quelle
32014L0065;Art. 1 Absatz 7 Satz 1;Multilaterale Systeme für Finanzinstrumente müssen nach den einschlägigen Titeln betrieben werden.;Alle multilateralen Systeme für Finanzinstrumente sind entweder im Einklang mit den Bestimmungen des Titels II für MTF bzw. OTF oder gemäß den Bestimmungen des Titels III für geregelte Märkte zu betreiben.;Handlungspflicht;muss;sind entweder im Einklang mit den Bestimmungen ... oder gemäß den Bestimmungen ... zu betreiben;Wirtschaft;Alle multilateralen Systeme für Finanzinstrumente;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014L0065#art_1
32014L0065;Art. 1 Absatz 7 Satz 2;Bestimmte Wertpapierfirmen müssen nach Titel III der Verordnung (EU) Nr. 600/2014 betrieben werden.;Jede Wertpapierfirma, die in organisierter und systematischer Weise häufig Handel für eigene Rechnung treibt, wenn sie Kundenaufträge außerhalb eines geregelten Marktes, eines MTF oder eines OTF ausführt, ist gemäß Titel III der Verordnung (EU) Nr. 600/2014 zu betreiben.;Handlungspflicht;muss;ist gemäß Titel III der Verordnung (EU) Nr. 600/2014 zu betreiben;Wirtschaft;Jede Wertpapierfirma, die in organisierter und systematischer Weise häufig Handel für eigene Rechnung treibt, wenn sie Kundenaufträge außerhalb eines geregelten Marktes, eines MTF oder eines OTF ausführt;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014L0065#art_1
32014L0065;Art. 1 Absatz 7 Satz 3;Bestimmte Geschäfte mit Finanzinstrumenten müssen den einschlägigen Bestimmungen des Titels III der Verordnung (EU) Nr. 600/2014 genügen.;Unbeschadet der Artikel 23 und 28 der Verordnung (EU) Nr. 600/2014 haben alle in den Unterabsätzen 1 und 2 genannten Geschäfte mit Finanzinstrumenten, die nicht über multilaterale Systeme oder systematische Internalisierer abgeschlossen werden, den einschlägigen Bestimmungen des Titels III der Verordnung (EU) Nr. 600/2014 zu genügen.;Handlungspflicht;muss;haben ... zu genügen;Wirtschaft;alle in den Unterabsätzen 1 und 2 genannten Geschäfte mit Finanzinstrumenten, die nicht über multilaterale Systeme oder systematische Internalisierer abgeschlossen werden;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014L0065#art_1
32014L0065;Art. 2 Absatz 1 Buchstabe j;Die Personen müssen der zuständigen Behörde jährlich melden, dass sie von der Ausnahme Gebrauch machen, und auf Anforderung die Grundlage ihrer Einschätzung mitteilen.;"— diese Personen keine hochfrequente algorithmische Handelstechnik anwenden, und — diese Personen in allen Fällen der maßgeblichen zuständigen Behörde jährlich melden, dass sie von dieser Ausnahme Gebrauch machen, und auf Anforderung der zuständigen Behörde die Grundlage mitteilen, auf der sie zu der Auffassung gelangen, dass ihre Tätigkeit nach Ziffern i und ii eine Nebentätigkeit zu ihrer Haupttätigkeit darstellt;";Informationspflicht;muss;jährlich melden, dass sie von dieser Ausnahme Gebrauch machen, und auf Anforderung der zuständigen Behörde die Grundlage mitteilen;Wirtschaft;Personen;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014L0065#art_2
32014L0065;Art. 2 Absatz 3;Die Kommission muss delegierte Rechtsakte zur Klärung des Begriffs der nur gelegentlich erbrachten Tätigkeit erlassen.;Die Kommission erlässt gemäß Artikel 89 delegierte Rechtsakte um für die Zwecke von Absatz 1 Buchstabe c zu klären, wann eine Tätigkeit als nur gelegentlich erbracht gilt.;Handlungspflicht;muss;erlässt ... delegierte Rechtsakte;Öffentliche Verwaltung;Die Kommission;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014L0065#art_2
32014L0065;Art. 2 Absatz 4;Die ESMA muss bei den technischen Regulierungsstandards bestimmte Kriterien berücksichtigen.;"Diese Kriterien berücksichtigen zumindest die folgenden Punkte: a) die Notwendigkeit, dass Nebentätigkeiten den kleineren Teil der Tätigkeiten auf Gruppenebene darstellen müssen; b) den Umfang der Handelstätigkeit verglichen mit der gesamten Markthandelstätigkeit innerhalb der betreffenden Anlageklasse.";Handlungspflicht;muss;"arbeitet Entwürfe technischer Regulierungsstandards ... aus; Diese Kriterien berücksichtigen zumindest";Öffentliche Verwaltung;die ESMA;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014L0065#art_2
32014L0065;Art. 3 Absatz 2 Satz 2;Die Mitgliedstaaten müssen für ausgenommene Personen ein Anlegerentschädigungssystem vorschreiben.;Die Mitgliedstaaten schreiben vor, dass die Personen, die gemäß Absatz 1 dieses Artikels von dieser Richtlinie ausgenommen sind, über ein System für die Entschädigung der Anleger in Einklang mit der Richtlinie 97/9/EG verfügen.;Handlungspflicht;muss;schreiben vor, dass … verfügen;Öffentliche Verwaltung;Die Mitgliedstaaten;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014L0065#art_3
32014L0065;Art. 3 Absatz 3;Ausgenommene Personen dürfen die dort genannten Freiheiten nicht in Anspruch nehmen.;Personen, die gemäß Absatz 1 von dieser Richtlinie ausgenommen sind, dürfen die Freiheit der Erbringung von Wertpapierdienstleistung oder der Ausübung von Anlagetätigkeit oder die Freiheit der Errichtung von Zweigniederlassungen gemäß Artikel 34 bzw. 35 nicht in Anspruch nehmen.;Unterlassungspflicht;muss;dürfen … nicht in Anspruch nehmen;Wirtschaft;Personen, die gemäß Absatz 1 von dieser Richtlinie ausgenommen sind;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014L0065#art_3
32014L0065;Art. 3 Absatz 4;Die Mitgliedstaaten müssen die Kommission und die ESMA unterrichten und die Kennzeichnung der Zulassungen sicherstellen.;Die Mitgliedstaaten unterrichten die Kommission und die ESMA davon, dass sie von der Option dieses Artikels Gebrauch machen, und stellen sicher, dass in jeder in Einklang mit Absatz 1 erteilten Zulassung angegeben ist, dass sie in Einklang mit diesem Artikel erteilt wurde.;Informationspflicht;muss;unterrichten … und stellen sicher, dass;Öffentliche Verwaltung;Die Mitgliedstaaten;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014L0065#art_3
32014L0065;Art. 3 Absatz 5;Die Mitgliedstaaten müssen der ESMA die einschlägigen nationalen Vorschriften mitteilen.;Die Mitgliedstaaten teilen der ESMA die Bestimmungen der nationalen Rechtsvorschriften mit, die den Anforderungen von Absatz 2 der vorliegenden Richtlinie entsprechen.;Informationspflicht;muss;teilen … mit;Öffentliche Verwaltung;Die Mitgliedstaaten;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014L0065#art_3
