norm;referenz;vorgabe_zusammenfassung;zitat;art_der_vorgabe;pflichtstaerke;sprachlicher_indikator;normadressat_kategorie;normadressat_text;quelle
32024L0927;Art. 1 Nummer 3 Buchstabe a;Ein beantragender AIFM muss den zuständigen Behörden umfangreiche Antragsunterlagen und Auskünfte vorlegen.;"Die Mitgliedstaaten schreiben vor, dass ein AIFM, der eine Zulassung beantragt, den zuständigen Behörden seines Herkunftsmitgliedstaats Folgendes betreffend diesen AIFM vorlegt: a) Auskünfte über die Personen, die die Geschäfte des AIFM tatsächlich führen, insbesondere in Bezug auf die in Anhang I genannten Funktionen, einschließlich: i) einer Beschreibung der Funktion, des Titels und der Position der betreffenden Personen; ii) einer Beschreibung der Berichtslinien und Zuständigkeiten der betreffenden Personen innerhalb und außerhalb des AIFM; iii) eines Überblicks über den Zeitaufwand, den jede dieser Personen für jede Aufgabe einsetzt; iv) einer Beschreibung der personellen und technischen Ressourcen, die die Aktivitäten der betreffenden Personen unterstützen, aa) der offiziellen Bezeichnung und der einschlägigen Kennung des AIFM, b) Auskünfte über die Identität aller Anteilseigner oder Mitglieder des AIFM, die eine qualifizierte Beteiligung an ihm halten, unabhängig davon, ob diese Beteiligung direkt oder indirekt ist oder es sich um natürliche oder juristische Personen handelt, sowie die Höhe dieser Beteiligungen, c) einen Geschäftsplan, der neben der Organisationsstruktur des AIFM auch Angaben darüber enthält, wie der AIFM seinen Pflichten nach den Kapiteln II, III, IV und gegebenenfalls den Kapiteln V bis VIII dieser Richtlinie und seinen Pflichten gemäß Artikel 3 Absatz 1, Artikel 6 Absatz 1 Buchstabe a und Artikel 13 der Verordnung (EU) 2019/2088 des Europäischen Parlaments und des Rates nachkommen will, sowie eine detaillierte Beschreibung der angemessenen personellen und technischen Ressourcen, die der AIFM zu diesem Zweck einsetzen wird, d) Angaben über die Vergütungspolitik und -praxis des AIFM gemäß Artikel 13, e) Angaben über Vereinbarungen, die zur Übertragung und Weiterübertragung von Funktionen gemäß Artikel 20 an Dritte getroffen wurden, mit zumindest folgenden Angaben: i) für jeden Beauftragten: — die offizielle Bezeichnung und die einschlägige Kennung, — das Land, in dem er ansässig ist, — gegebenenfalls seine Aufsichtsbehörde; ii) eine ausführliche Beschreibung der von dem AIFM eingesetzten personellen und technischen Ressourcen für: — die Wahrnehmung der täglichen Aufgaben des Portfolio- oder Risikomanagements innerhalb des AIFM, — die Überwachung der übertragenen Tätigkeit; iii) in Bezug auf jeden AIF, der von dem AIFM verwaltet wird oder den der AIFM zu verwalten beabsichtigt: — eine kurze Beschreibung der übertragenen Aufgaben des Portfoliomanagements, einschließlich der Frage, ob es sich bei jeder solchen Übertragung um eine anteilige oder vollständige Übertragung handelt, — eine kurze Beschreibung der übertragenen Risikomanagementfunktion, einschließlich der Frage, ob es sich bei einer solchen Übertragung um eine anteilige oder vollständige Übertragung handelt, iv) eine Beschreibung der Maßnahmen im Rahmen der Sorgfaltspflichten, die der AIFM zur Überwachung der übertragenen Tätigkeit in regelmäßigen Abständen durchführen muss.";Informationspflicht;muss;schreiben vor, dass ein AIFM, der eine Zulassung beantragt, ... vorlegt;Wirtschaft;ein AIFM, der eine Zulassung beantragt;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32024L0927#art_1
32024L0927;Art. 1 Nummer 3 Buchstabe b;Die zuständigen Behörden müssen die ESMA vierteljährlich über Zulassungen, Rücknahmen und Listenänderungen unterrichten.;Die zuständigen Behörden unterrichten die ESMA vierteljährlich über die nach diesem Kapitel erteilten Zulassungen und Rücknahmen von Zulassungen und über alle Änderungen der Liste der AIF, die in der Union von zugelassenen AIFM verwaltet oder;Informationspflicht;muss;unterrichten die ESMA vierteljährlich über;Öffentliche Verwaltung;die zuständigen Behörden;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32024L0927#art_1
32024L0927;Art. 2 Artikel 7 Absatz 1 Unterabsatz 1 Buchstabe b;Verwaltungsgesellschaften müssen der zuständigen Behörde die Namen und jede Änderung der Geschäftsleiter mitteilen.;die Namen dieser Personen sowie jeder Wechsel dieser Personen sind den zuständigen Behörden unverzüglich mitzuteilen;Informationspflicht;muss;sind den zuständigen Behörden unverzüglich mitzuteilen;Wirtschaft;Verwaltungsgesellschaften;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32024L0927#art_2
32024L0927;Art. 2 Artikel 7 Absatz 1 Unterabsatz 1 Buchstabe c;Verwaltungsgesellschaften müssen ihrem Zulassungsantrag einen aussagekräftigen Geschäftsplan beifügen.;"dem Antrag auf Zulassung wird ein Geschäftsplan beigefügt, aus dem zumindest der organisatorische Aufbau der Verwaltungsgesellschaft, Angaben zu den personellen und technischen Ressourcen, die für die Führung der Geschäfte der Verwaltungsgesellschaft eingesetzt werden, sowie Informationen über die Personen, die die Geschäfte der Verwaltungsgesellschaft tatsächlich führen, hervorgehen, einschließlich: i) einer Beschreibung der Funktion, des Titels und der Position der betreffenden Personen; ii) einer Beschreibung der Berichtslinien und Zuständigkeiten der betreffenden Personen innerhalb und außerhalb der Verwaltungsgesellschaft; iii) eines Überblicks über den Zeitaufwand, den jede dieser Personen für jede Aufgabe einsetzt; iv) Angaben darüber, wie die Verwaltungsgesellschaft ihren Verpflichtungen aus dieser Richtlinie und ihren Verpflichtungen gemäß Artikel 3 Absatz 1, Artikel 6 Absatz 1 Buchstabe a und Artikel 13 Absatz 1 der Verordnung (EU) 2019/2088 des Europäischen Parlaments und des Rates ( *17 ) nachzukommen gedenkt, sowie eine ausführliche Beschreibung der geeigneten personellen und technischen Ressourcen, die die Verwaltungsgesellschaft zu diesem Zweck einsetzen wird";Informationspflicht;muss;dem Antrag auf Zulassung wird ein Geschäftsplan beigefügt;Wirtschaft;Verwaltungsgesellschaften;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32024L0927#art_2
32024L0927;Art. 2 Artikel 7 Absatz 1 Unterabsatz 1 Buchstabe e;Verwaltungsgesellschaften müssen Informationen zu Auslagerungs- und Unterauslagerungsvereinbarungen übermitteln.;"die Verwaltungsgesellschaft übermittelt Informationen über Vereinbarungen zur Übertragung und Weiterübertragung von Aufgaben an Dritte gemäß Artikel 13 mit zumindest folgenden Angaben: i) die offizielle Bezeichnung und die einschlägige Kennung der Verwaltungsgesellschaft, ii) für jeden Beauftragten: — die offizielle Bezeichnung und die einschlägige Kennung, — das Land, in dem er ansässig ist, — gegebenenfalls seine Aufsichtsbehörde; iii) eine ausführliche Beschreibung der von der Verwaltungsgesellschaft eingesetzten personellen und technischen Ressourcen für: — die Wahrnehmung der täglichen Aufgaben des Portfolio- oder Risikomanagements innerhalb der Verwaltungsgesellschaft, — die Überwachung der übertragenen Tätigkeit; iv) in Bezug auf jeden OGAW, der von ihr verwaltet wird oder den sie zu verwalten beabsichtigt: — eine kurze Beschreibung der übertragenen Portfoliomanagementfunktion, einschließlich der Frage, ob es sich bei einer solchen Übertragung um eine anteilige oder vollständige Übertragung handelt, — eine kurze Beschreibung der übertragenen Risikomanagementfunktion, einschließlich der Frage, ob es sich bei einer solchen Übertragung um eine anteilige oder vollständige Übertragung handelt, v) eine Beschreibung der Maßnahmen im Rahmen der Sorgfaltspflichten, die die Verwaltungsgesellschaft zur Überwachung der übertragenen Tätigkeit in regelmäßigen Abständen durchführen muss";Informationspflicht;muss;übermittelt Informationen über Vereinbarungen zur Übertragung und Weiterübertragung von Aufgaben an Dritte;Wirtschaft;Verwaltungsgesellschaften;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32024L0927#art_2
32024L0927;Art. 2 Artikel 7 Absatz 7;Verwaltungsgesellschaften müssen wesentliche Änderungen der Zulassungsvoraussetzungen vorab mitteilen.;"Verwaltungsgesellschaften den zuständigen Behörden ihres Herkunftsmitgliedstaats alle wesentlichen Änderungen der Voraussetzungen für die Erstzulassung vor deren Anwendung mitteilen; dies gilt insbesondere für wesentliche Änderungen der gemäß diesem Artikel vorgelegten Angaben";Informationspflicht;muss;alle wesentlichen Änderungen ... vor deren Anwendung mitteilen;Wirtschaft;Verwaltungsgesellschaften;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32024L0927#art_2
32024L0927;Art. 2 Artikel 13 Absatz 1 Unterabsatz 1;Verwaltungsgesellschaften müssen eine geplante Übertragung von Aufgaben oder Dienstleistungen vor Wirksamwerden anzeigen.;Verwaltungsgesellschaften, die beabsichtigen, eine oder mehrere der in Anhang II genannten Aufgaben oder die in Artikel 6 Absatz 3 genannten Dienstleistungen in ihrem Namen an Dritte zu übertragen, teilen dies den zuständigen Behörden ihres Herkunftsmitgliedstaats mit, bevor die Übertragungsvereinbarungen wirksam werden;Informationspflicht;muss;teilen dies den zuständigen Behörden ihres Herkunftsmitgliedstaats mit, bevor die Übertragungsvereinbarungen wirksam werden;Wirtschaft;Verwaltungsgesellschaften;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32024L0927#art_2
32024L0927;Art. 2 Artikel 13 Absatz 1 Buchstabe b;Verwaltungsgesellschaften dürfen Auslagerungen nicht so gestalten, dass die Aufsicht oder die Interessenwahrung beeinträchtigt werden.;"der Auftrag darf die Wirksamkeit der Beaufsichtigung der Verwaltungsgesellschaft in keiner Weise beeinträchtigen; insbesondere darf er weder die Verwaltungsgesellschaft daran hindern, im besten Interesse ihrer Anleger und Kunden zu handeln, noch darf er verhindern, dass der OGAW im besten Interesse der Anleger verwaltet wird";Unterlassungspflicht;muss;"darf die Wirksamkeit ... in keiner Weise beeinträchtigen; insbesondere darf er weder ... noch darf er verhindern";Wirtschaft;Verwaltungsgesellschaften;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32024L0927#art_2
32024L0927;Art. 2 Artikel 13 Absatz 1 Buchstabe g;Verwaltungsgesellschaften dürfen Auslagerungen nicht so ausgestalten, dass Weisungs- oder Entziehungsrechte blockiert werden.;der Auftrag hindert die Personen, die die Geschäfte der Verwaltungsgesellschaft führen, nicht daran, dem Unternehmen, dem die Aufgaben oder die Erbringung von Dienstleistungen übertragen wurden, jederzeit weitere Anweisungen zu erteilen oder den Auftrag mit sofortiger Wirkung zu entziehen, wenn dies im Interesse der Anleger und Kunden ist;Unterlassungspflicht;muss;hindert ... nicht daran;Wirtschaft;Verwaltungsgesellschaften;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32024L0927#art_2
32024L0927;Art. 3 Absatz 1 Satz 1;Die Mitgliedstaaten müssen die erforderlichen Rechts- und Verwaltungsvorschriften erlassen und veröffentlichen.;Die Mitgliedstaaten erlassen und veröffentlichen spätestens am 16. April 2026 die erforderlichen Rechts- und Verwaltungsvorschriften, um dieser Richtlinie nachzukommen.;Handlungspflicht;muss;erlassen und veröffentlichen;Öffentliche Verwaltung;Die Mitgliedstaaten;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32024L0927#art_3
