norm;referenz;vorgabe_zusammenfassung;zitat;art_der_vorgabe;pflichtstaerke;sprachlicher_indikator;normadressat_kategorie;normadressat_text;quelle
32014R0596;Art. 4 Absatz 1 Satz 1;Die Betreiber von Handelsplätzen und Wertpapierfirmen müssen der zuständigen Behörde jedes betroffene Finanzinstrument unverzüglich melden.;Die Betreiber von geregelten Märkten sowie Wertpapierfirmen und Betreiber eines multilateralen oder organisierten Handelssystems melden der zuständigen Behörde des Handelsplatzes unverzüglich jedes Finanzinstrument, für das ein Antrag auf Zulassung zum Handel auf ihrem Handelsplatz gestellt wird, zum Handel zugelassen wird oder erstmalig gehandelt worden ist.;Informationspflicht;muss;melden der zuständigen Behörde des Handelsplatzes unverzüglich;Wirtschaft;Die Betreiber von geregelten Märkten sowie Wertpapierfirmen und Betreiber eines multilateralen oder organisierten Handelssystems;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_4
32014R0596;Art. 4 Absatz 1 Satz 2;Die Betreiber von Handelsplätzen und Wertpapierfirmen müssen die Behörde auch über das Ende des Handels oder der Zulassung informieren.;Sie informieren auch die zuständige Behörde des Handelsplatzes, wenn ein Finanzinstrument nicht mehr gehandelt wird oder seine Zulassung zum Handel erlischt, außer wenn das Datum, von dem an das betreffende Finanzinstrument nicht mehr gehandelt wird oder mit dem seine Zulassung zum Handel erlischt, bekannt ist und in der Meldung gemäß Unterabsatz 1 genannt wurde.;Informationspflicht;muss;informieren auch die zuständige Behörde des Handelsplatzes;Wirtschaft;Die Betreiber von geregelten Märkten sowie Wertpapierfirmen und Betreiber eines multilateralen oder organisierten Handelssystems;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_4
32014R0596;Art. 4 Absatz 1 Satz 4;Die Marktbetreiber und Wertpapierfirmen müssen der zuständigen Behörde zusätzliche Informationen zu bestimmten Finanzinstrumenten übermitteln.;Die Marktbetreiber und die Wertpapierfirmen übermitteln der zuständigen Behörde des Handelsplatzes außerdem die in Unterabsatz 3 festgelegten Informationen zu den Finanzinstrumenten, für die ein Antrag auf Zulassung zum Handel auf ihrem Handelsplatz gestellt wurde bzw. die vor dem 2. Juli 2014 auf ihrem Handelsplatz zum Handel zugelassen waren und die an diesem Tag immer noch zum Handel zugelassen waren oder gehandelt haben.;Informationspflicht;muss;übermitteln der zuständigen Behörde des Handelsplatzes außerdem die in Unterabsatz 3 festgelegten Informationen;Wirtschaft;Die Marktbetreiber und die Wertpapierfirmen;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_4
32014R0596;Art. 4 Absatz 2 Satz 1;Die zuständigen Behörden des Handelsplatzes müssen erhaltene Meldungen unverzüglich an die ESMA weiterleiten.;Die zuständigen Behörden des Handelsplatzes leiten die Meldungen, die sie gemäß Absatz 1 erhalten, unverzüglich an die ESMA weiter.;Handlungspflicht;muss;leiten … unverzüglich an die ESMA weiter;Öffentliche Verwaltung;Die zuständigen Behörden des Handelsplatzes;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_4
32014R0596;Art. 4 Absatz 2 Satz 2;Die ESMA muss die Meldungen sofort nach Erhalt auf ihrer Website veröffentlichen.;Die ESMA veröffentlicht diese Meldungen sofort nach Erhalt in Form einer Liste auf ihrer Website.;Handlungspflicht;muss;veröffentlicht … sofort nach Erhalt;Öffentliche Verwaltung;Die ESMA;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_4
32014R0596;Art. 4 Absatz 2 Satz 3;Die ESMA muss die Liste bei neuen Meldungen unverzüglich aktualisieren.;Die ESMA aktualisiert diese Liste unverzüglich bei Eingang einer Meldung von einer zuständigen Behörde des Handelsplatzes.;Handlungspflicht;muss;aktualisiert … unverzüglich;Öffentliche Verwaltung;Die ESMA;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_4
32014R0596;Art. 4 Absatz 4 Satz 1;Die ESMA muss Entwürfe technischer Regulierungsstandards ausarbeiten.;Zur Sicherstellung der durchgehenden Harmonisierung dieses Artikels arbeitet die ESMA Entwürfe technischer Regulierungsstandards aus, um Folgendes festzulegen: a) den Inhalt der Meldungen gemäß Absatz 1 und b) die Art und Weise und die Bedingungen der Zusammenstellung, Veröffentlichung und Pflege der in Absatz 3 genannten Liste.;Handlungspflicht;muss;arbeitet die ESMA Entwürfe technischer Regulierungsstandards aus;Öffentliche Verwaltung;die ESMA;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_4
32014R0596;Art. 4 Absatz 4 Satz 2;Die ESMA muss die Entwürfe technischer Regulierungsstandards bis zum 3. Juli 2015 an die Kommission übermitteln.;Die ESMA übermittelt der Kommission diese Entwürfe technischer Regulierungsstandards bis zum 3. Juli 2015.;Handlungspflicht;muss;übermittelt der Kommission … bis zum 3. Juli 2015;Öffentliche Verwaltung;die ESMA;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_4
32014R0596;Art. 4 Absatz 5 Satz 1;Die ESMA muss Entwürfe technischer Durchführungsstandards ausarbeiten.;Zur Sicherstellung der durchgehenden Harmonisierung dieses Artikels arbeitet die ESMA Entwürfe technischer Durchführungsstandards aus, um den Zeitplan, das Format und Muster für die Übermittlung der Meldungen gemäß den Absätzen 1 und 2 festzulegen.;Handlungspflicht;muss;arbeitet die ESMA Entwürfe technischer Durchführungsstandards aus;Öffentliche Verwaltung;die ESMA;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_4
32014R0596;Art. 4 Absatz 5 Satz 2;Die ESMA muss die Entwürfe technischer Regulierungsstandards bis zum 3. Juli 2015 an die Kommission übermitteln.;Die ESMA übermittelt der Kommission diese Entwürfe technischer Regulierungsstandards bis zum 3. Juli 2015.;Handlungspflicht;muss;übermittelt der Kommission … bis zum 3. Juli 2015;Öffentliche Verwaltung;die ESMA;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_4
32014R0596;Art. 5 Absatz 1 Buchstaben a bis d;Wer eigene Aktien im Rahmen eines Rückkaufprogramms handelt, muss die dort genannten Bedingungen einhalten.;Die in den Artikeln 14 und 15 dieser Verordnung festgeschriebenen Verbote gelten nicht für den Handel mit eigenen Aktien im Rahmen von Rückkaufprogrammen, wenn a) die Einzelheiten des Programms vor dem Beginn des Handels vollständig offengelegt werden, b) Abschlüsse der zuständigen Behörde des Handelsplatzes gemäß Absatz 3 als Teil des Rückkaufprogramms gemeldet und anschließend öffentlich bekanntgegeben werden, c) in Bezug auf Kurs und Volumen angemessene Grenzen eingehalten werden und d) er im Einklang mit den in Absatz 2 genannten Zielen und den in dem vorliegenden Artikel festgelegten Bedingungen und den in Absatz 6 genannten technischen Regulierungsstandards durchgeführt wird.;Handlungspflicht;muss;wenn a) ... b) ... c) ... d) ...;Wirtschaft;Handel mit eigenen Aktien im Rahmen von Rückkaufprogrammen;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_5
32014R0596;Art. 5 Absatz 2;Ein Rückkaufprogramm muss einen der genannten einzigen Zwecke haben.;Um in den Genuss der in Absatz 1 vorgesehenen Ausnahme zu gelangen, muss ein Rückkaufprogramm als seinen einzigen Zweck haben: a) das Kapital eines Emittenten zu reduzieren, b) die aus einem Schuldtitel entstehenden Verpflichtungen zu erfüllen, die in Beteiligungskapital umgewandelt werden können, oder c) die aus einem Belegschaftsaktienprogramm oder anderen Formen der Zuteilung von Aktien an Mitarbeiter oder Angehörige der Verwaltungs-, Leitungs- oder Aufsichtsorgane des Emittenten oder einem verbundenen Unternehmen entstehenden Verpflichtungen zu erfüllen.;Handlungspflicht;muss;muss ... als seinen einzigen Zweck haben;Wirtschaft;ein Rückkaufprogramm;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_5
32014R0596;Art. 5 Absatz 3;Der Emittent muss der zuständigen Behörde jedes rückkaufprogrammbezogene Geschäft melden.;Um in den Genuss der in Absatz 1 vorgesehenen Ausnahme zu gelangen, muss der Emittent der für den Handelsplatz, auf dem seine Aktien zum Handel zugelassen wurden bzw. gehandelt werden, zuständigen Behörde des Handelsplatzes jedes mit Rückkaufprogrammen zusammenhängender Geschäft, einschließlich der in Artikel 25 Absätze 1 und 2 und Artikel 26 Absätze 1, 2 und 3 der Verordnung (EU) Nr. 600/2014 genannten Informationen, melden.;Informationspflicht;muss;muss ... melden;Wirtschaft;der Emittent;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_5
32014R0596;Art. 5 Absatz 4 Buchstaben a bis d;Wer zur Kursstabilisierung handelt, muss die genannten Stabilisierungsvoraussetzungen erfüllen.;Die in den Artikeln 14 und 15 dieser Verordnung festgeschriebenen Verbote gelten nicht für den Handel mit Wertpapieren oder verbundenen Instrumenten zur Stabilisierung des Kurses von Wertpapieren, wenn a) die Dauer der Stabilisierungsmaßnahme begrenzt ist, b) relevante Informationen zur Stabilisierung offengelegt und der zuständigen Behörde des Handelsplatzes gemäß Absatz 5 gemeldet werden, c) in Bezug auf den Kurs angemessene Grenzen eingehalten werden und d) ein solcher Handel den Bedingungen für die Stabilisierung gemäß den technischen Regulierungsstandards gemäß Absatz 6 entspricht.;Handlungspflicht;muss;wenn a) ... b) ... c) ... d) ...;Wirtschaft;der Handel mit Wertpapieren oder verbundenen Instrumenten zur Stabilisierung des Kurses von Wertpapieren;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_5
32014R0596;Art. 5 Absatz 5;Emittenten, Bieter oder durchführende Unternehmen müssen der zuständigen Behörde die Einzelheiten aller Stabilisierungsmaßnahmen mitteilen.;Unbeschadet des Artikels 23 Absatz 1 teilen Emittenten, Bieter oder Unternehmen, die die Stabilisierungsmaßnahme durchführen, unabhängig davon, ob sie im Namen Ersterer handeln oder nicht, der zuständigen Behörde des Handelsplatzes spätestens am Ende des siebten Handelstags nach dem Tag der Ausführung dieser Maßnahmen die Einzelheiten sämtlicher Stabilisierungsmaßnahmen mit.;Informationspflicht;muss;teilen ... mit;Wirtschaft;Emittenten, Bieter oder Unternehmen, die die Stabilisierungsmaßnahme durchführen;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_5
32014R0596;Art. 5 Absatz 6 Satz 1;Die ESMA muss Entwürfe technischer Regulierungsstandards ausarbeiten.;Zur durchgängigen Harmonisierung dieses Artikels arbeitet die ESMA Entwürfe technischer Regulierungsstandards aus, in denen die bei den Rückkaufprogrammen und Stabilisierungsmaßnahmen nach Absatz 1 und 4 einzuhaltenden Bedingungen präzisiert werden, darunter Handelsbedingungen, Beschränkungen der Dauer und des Volumens, Bekanntgabe- und Meldepflichten sowie Kursbedingungen.;Handlungspflicht;muss;arbeitet ... aus;Öffentliche Verwaltung;die ESMA;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_5
32014R0596;Art. 5 Absatz 6 Satz 2;Die ESMA muss die Entwürfe der Kommission vorlegen.;Die ESMA legt der Kommission diese Entwürfe technischer Regulierungsstandards bis zum 3. Juli 2015 vor.;Informationspflicht;muss;legt ... vor;Öffentliche Verwaltung;die ESMA;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_5
32014R0596;Art. 6 Absatz 5 Satz 2;Die Kommission muss bis zum 3. Januar 2016 einen Bericht erstellen und dem Europäischen Parlament und dem Rat vorlegen.;Dazu erstellt die Kommission bis zum 3. Januar 2016 einen Bericht, in dem beurteilt wird, wie öffentliche Einrichtungen, die für die Staatsschuldenverwaltung zuständig oder daran beteiligt sind, und die Zentralbanken von Drittstaaten international behandelt werden, und legt ihn dem Europäischen Parlament und dem Rat vor. Der Bericht enthält eine vergleichende Untersuchung der Behandlung dieser Stellen und Zentralbanken im Rechtsrahmen von Drittstaaten sowie die Risikomanagementstandards, die für die von diesen Stellen und den Zentralbanken in diesen Rechtsordnungen getätigten Geschäfte gelten.;Informationspflicht;muss;erstellt … einen Bericht … und legt ihn … vor;Öffentliche Verwaltung;die Kommission;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_6
32014R0596;Art. 6 Absatz 5 Satz 3;Die Kommission muss die Ausnahme nach Absatz 1 auf die Zentralbanken dieser Drittstaaten ausweiten, wenn der Bericht dies erforderlich macht.;Wenn das Fazit dieses Berichts — vor allem angesichts der vergleichenden Untersuchung — lautet, dass es erforderlich ist, die Zentralbanken dieser Drittstaaten im Hinblick auf ihre währungspolitischen Verpflichtungen von den in dieser Verordnung festgelegten Verpflichtungen und Verboten auszunehmen, weitet die Kommission die Ausnahme nach Absatz 1 auch auf die Zentralbanken dieser Drittstaaten aus.;Handlungspflicht;muss;weitet die Kommission die Ausnahme … aus;Öffentliche Verwaltung;die Kommission;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_6
32014R0596;Art. 7 Absatz 5 Satz 1;Die ESMA muss Leitlinien zur Erstellung einer indikativen Informationsliste herausgeben und dabei die Marktbesonderheiten berücksichtigen.;Die ESMA gibt Leitlinien für die Erstellung einer nicht erschöpfenden indikativen Liste von Informationen gemäß Absatz 1 Buchstabe b heraus, deren Offenlegung nach vernünftigem Ermessen erwartet werden kann oder die nach Rechts- und Verwaltungsvorschriften des Unionsrechts oder des nationalen Rechts, Handelsregeln, Verträgen, Praktiken oder Regeln auf den in Absatz 1 Buchstabe b genannten betreffenden Warenderivate- oder Spotmärkten offengelegt werden müssen. Die ESMA trägt den Besonderheiten dieser Märkte gebührend Rechnung.;Handlungspflicht;muss;"gibt Leitlinien ... heraus; trägt ... gebührend Rechnung";Öffentliche Verwaltung;die ESMA;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_7
32014R0596;Art. 11 Absatz 3 Satz 1;Der offenlegende Marktteilnehmer muss vor einer Marktsondierung prüfen, ob Insiderinformationen offengelegt werden.;Ein offenlegender Marktteilnehmer berücksichtigt vor der Durchführung einer Marktsondierung insbesondere, ob die Marktsondierung die Offenlegung von Insiderinformationen umfasst.;Handlungspflicht;muss;berücksichtigt vor der Durchführung einer Marktsondierung insbesondere, ob;Wirtschaft;ein offenlegender Marktteilnehmer;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_11
32014R0596;Art. 11 Absatz 3 Satz 2;Der offenlegende Marktteilnehmer muss seine Entscheidung und deren Gründe schriftlich aufzeichnen.;Der offenlegende Marktteilnehmer führt schriftliche Aufzeichnungen über seine Schlussfolgerung und über ihre Gründe.;Informationspflicht;muss;führt schriftliche Aufzeichnungen über;Wirtschaft;ein offenlegender Marktteilnehmer;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_11
32014R0596;Art. 11 Absatz 3 Satz 3;Der offenlegende Marktteilnehmer muss die Aufzeichnungen der Behörde auf Verlangen vorlegen.;Er legt diese schriftlichen Aufzeichnungen der zuständigen Behörde auf deren Ersuchen hin vor.;Informationspflicht;muss;legt ... auf deren Ersuchen hin vor;Wirtschaft;ein offenlegender Marktteilnehmer;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_11
32014R0596;Art. 11 Absatz 3 Satz 5;Der offenlegende Marktteilnehmer muss die schriftlichen Aufzeichnungen aktualisieren.;Der offenlegende Marktteilnehmer aktualisiert die schriftlichen Aufzeichnungen gemäß diesem Absatz entsprechend.;Informationspflicht;muss;aktualisiert ... entsprechend;Wirtschaft;ein offenlegender Marktteilnehmer;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_11
32014R0596;Art. 11 Absatz 5 Satz 1 Buchstabe a;Der offenlegende Marktteilnehmer muss vor der Offenlegung die Zustimmung des Empfängers einholen.;"Für die Zwecke des Absatzes 4 muss der offenlegende Marktteilnehmer vor der Offenlegung: a) die Zustimmung der Person einholen, die die Marktsondierung erhält, dass sie Insiderinformationen erhält;";Handlungspflicht;muss;muss ... die Zustimmung ... einholen;Wirtschaft;der offenlegende Marktteilnehmer;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32014R0596#art_11
