norm;referenz;vorgabe_zusammenfassung;zitat;art_der_vorgabe;pflichtstaerke;sprachlicher_indikator;normadressat_kategorie;normadressat_text;quelle
32023R0606;Art. 1 Absatz 3 Satz 1;Die für die ELTIF zuständigen Behörden müssen der ESMA vierteljährlich bestimmte Zulassungs- und Registeränderungen mitteilen.;Die für die ELTIF zuständigen Behörden unterrichten die ESMA vierteljährlich über die gemäß dieser Verordnung erteilten oder entzogenen Zulassungen sowie über jede Änderung der Informationen über einen ELTIF, die in dem in Unterabsatz 2 genannten öffentlichen Zentralregister enthalten sind.;Informationspflicht;muss;unterrichten die ESMA vierteljährlich über;Öffentliche Verwaltung;die für die ELTIF zuständigen Behörden;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32023R0606#art_1
32023R0606;Art. 1 Absatz 3 Satz 2;Die ESMA muss ein aktuelles öffentliches Zentralregister führen und elektronisch zugänglich machen.;"Die ESMA führt ein aktuelles öffentliches Zentralregister, in dem für jeden nach dieser Verordnung zugelassenen ELTIF Folgendes erfasst ist: a) die Rechtsträgerkennung (LEI) und die nationale Kennung des ELTIF, sofern verfügbar; b) der Name und die Anschrift des Verwalters des ELTIF sowie, sofern verfügbar, die LEI dieses Verwalters; c) die ISIN-Codes des ELTIF und jeder einzelnen Anteilsklasse, sofern verfügbar; d) die LEI des Master-ELTIF, sofern verfügbar; e) die LEI des Feeder-ELTIF, sofern verfügbar; f) die für den ELTIF zuständige Behörde und der Herkunftsmitgliedstaat des ELTIF; g) die Mitgliedstaaten, in denen der ELTIF vertrieben wird; h) Angaben dazu, ob der ELTIF an Kleinanleger oder ausschließlich an professionelle Anleger vertrieben werden kann; i) das Datum der Zulassung des ELTIF; j) das Datum, an dem der Vertrieb des ELTIF begonnen hat; k) das Datum der letzten Aktualisierung der Informationen über den ELTIF durch die ESMA. Das öffentliche Zentralregister wird in elektronischer Form zugänglich gemacht.";Informationspflicht;muss;"führt ein aktuelles öffentliches Zentralregister; wird in elektronischer Form zugänglich gemacht";Öffentliche Verwaltung;Die ESMA;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32023R0606#art_1
32023R0606;Art. 1 Absatz 1 Unterabsatz 2;Wer einen ELTIF zulassen lassen will, muss dem Antrag die vorgeschriebenen Angaben und Unterlagen beifügen.;"Der Antrag auf Zulassung als ELTIF enthält alle folgenden Elemente: a) die Vertragsbedingungen oder die Satzung des Fonds; b) den Namen des vorgeschlagenen Verwalters des ELTIF; c) den Namen der Verwahrstelle und, sofern dies von der für einen ELTIF, der an Kleinanleger vertrieben werden kann, zuständigen Behörde verlangt wird, die schriftliche Vereinbarung mit der Verwahrstelle; d) wenn der ELTIF an Kleinanleger vertrieben werden kann, eine Beschreibung der Informationen, die den Anlegern zur Verfügung gestellt werden sollen, einschließlich einer Beschreibung der Regelungen für die Behandlung der Beschwerden von Kleinanlegern; e) gegebenenfalls folgende Informationen über die Master-Feeder-Struktur des ELTIF: i) eine Erklärung, der zufolge der Feeder-ELTIF ein Feeder-Fonds des Master-ELTIF ist; ii) die Vertragsbedingungen oder die Satzung des Master-ELTIF und die Vereinbarung zwischen dem Feeder-ELTIF und dem Master-ELTIF oder die in Artikel 29 Absatz 6 genannten internen Regelungen für Geschäftstätigkeiten; iii) wenn der Master-ELTIF und der Feeder-ELTIF verschiedene Verwahrstellen haben, die in Artikel 29 Absatz 7 genannte Vereinbarung über den Informationsaustausch; iv) wenn der Feeder-ELTIF in einem Mitgliedstaat niedergelassen ist, der nicht mit dem Herkunftsmitgliedstaat des Master-ELTIF identisch ist, eine vom Feeder-ELTIF vorgelegte Bescheinigung der zuständigen Behörde des Herkunftsmitgliedstaats des Master-ELTIF, dass der Master-ELTIF ein ELTIF ist.";Informationspflicht;muss;enthält alle folgenden Elemente;Wirtschaft;der Antrag auf Zulassung als ELTIF;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32023R0606#art_1
32023R0606;Art. 1 Absatz 2 Unterabsatz 2;Ein solcher EU-AIFM muss der zuständigen Behörde die vorgesehenen Unterlagen vorlegen.;Unbeschadet des Absatzes 1 legt ein EU-AIFM, der einen Antrag auf Verwaltung eines in einem anderen Mitgliedstaat niedergelassenen ELTIF stellt, der für den ELTIF zuständigen Behörde folgende Unterlagen vor:;Informationspflicht;muss;legt … folgende Unterlagen vor;Wirtschaft;ein EU-AIFM, der einen Antrag auf Verwaltung eines in einem anderen Mitgliedstaat niedergelassenen ELTIF stellt;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32023R0606#art_1
32023R0606;Art. 1 Absatz 3;Die zuständige Stelle muss Antragsteller fristgerecht über die Entscheidung zur ELTIF-Zulassung informieren.;Antragsteller werden innerhalb von zwei Monaten nach Einreichung eines vollständigen Antrags darüber informiert, ob die Zulassung als ELTIF erteilt wurde.;Informationspflicht;muss;werden innerhalb von zwei Monaten … darüber informiert;Öffentliche Verwaltung;Antragsteller;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32023R0606#art_1
32023R0606;Art. 1 Artikel 1 Nummer 3;Die für die ELTIF zuständigen Behörden müssen der ESMA vierteljährlich bestimmte Zulassungs- und Registeränderungen mitteilen.;„(3) Die für die ELTIF zuständigen Behörden unterrichten die ESMA vierteljährlich über die gemäß dieser Verordnung erteilten oder entzogenen Zulassungen sowie über jede Änderung der Informationen über einen ELTIF, die in dem in Unterabsatz 2 genannten öffentlichen Zentralregister enthalten sind.;Informationspflicht;muss;unterrichten die ESMA vierteljährlich über;Öffentliche Verwaltung;die für die ELTIF zuständigen Behörden;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32023R0606#art_1
32023R0606;Art. 1 Artikel 1 Nummer 3;Die ESMA muss ein aktuelles öffentliches Zentralregister führen und elektronisch zugänglich machen.;"„Die ESMA führt ein aktuelles öffentliches Zentralregister, in dem für jeden nach dieser Verordnung zugelassenen ELTIF Folgendes erfasst ist: a) die Rechtsträgerkennung (LEI) und die nationale Kennung des ELTIF, sofern verfügbar; b) der Name und die Anschrift des Verwalters des ELTIF sowie, sofern verfügbar, die LEI dieses Verwalters; c) die ISIN-Codes des ELTIF und jeder einzelnen Anteilsklasse, sofern verfügbar; d) die LEI des Master-ELTIF, sofern verfügbar; e) die LEI des Feeder-ELTIF, sofern verfügbar; f) die für den ELTIF zuständige Behörde und der Herkunftsmitgliedstaat des ELTIF; g) die Mitgliedstaaten, in denen der ELTIF vertrieben wird; h) Angaben dazu, ob der ELTIF an Kleinanleger oder ausschließlich an professionelle Anleger vertrieben werden kann; i) das Datum der Zulassung des ELTIF; j) das Datum, an dem der Vertrieb des ELTIF begonnen hat; k) das Datum der letzten Aktualisierung der Informationen über den ELTIF durch die ESMA. Das öffentliche Zentralregister wird in elektronischer Form zugänglich gemacht.“";Handlungspflicht;muss;führt ein aktuelles öffentliches Zentralregister ... Das öffentliche Zentralregister wird in elektronischer Form zugänglich gemacht;Öffentliche Verwaltung;die ESMA;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32023R0606#art_1
32023R0606;Art. 1 Artikel 1 Nummer 4 Buchstabe a;Der Antragsteller muss dem Antrag auf Zulassung als ELTIF die vorgeschriebenen Unterlagen und Angaben beifügen.;"„Der Antrag auf Zulassung als ELTIF enthält alle folgenden Elemente: a) die Vertragsbedingungen oder die Satzung des Fonds; b) den Namen des vorgeschlagenen Verwalters des ELTIF; c) den Namen der Verwahrstelle und, sofern dies von der für einen ELTIF, der an Kleinanleger vertrieben werden kann, zuständigen Behörde verlangt wird, die schriftliche Vereinbarung mit der Verwahrstelle; d) wenn der ELTIF an Kleinanleger vertrieben werden kann, eine Beschreibung der Informationen, die den Anlegern zur Verfügung gestellt werden sollen, einschließlich einer Beschreibung der Regelungen für die Behandlung der Beschwerden von Kleinanlegern; e) gegebenenfalls folgende Informationen über die Master-Feeder-Struktur des ELTIF: i) eine Erklärung, der zufolge der Feeder-ELTIF ein Feeder-Fonds des Master-ELTIF ist; ii) die Vertragsbedingungen oder die Satzung des Master-ELTIF und die Vereinbarung zwischen dem Feeder-ELTIF und dem Master-ELTIF oder die in Artikel 29 Absatz 6 genannten internen Regelungen für Geschäftstätigkeiten; iii) wenn der Master-ELTIF und der Feeder-ELTIF verschiedene Verwahrstellen haben, die in Artikel 29 Absatz 7 genannte Vereinbarung über den Informationsaustausch; iv) wenn der Feeder-ELTIF in einem Mitgliedstaat niedergelassen ist, der nicht mit dem Herkunftsmitgliedstaat des Master-ELTIF identisch ist, eine vom Feeder-ELTIF vorgelegte Bescheinigung der zuständigen Behörde des Herkunftsmitgliedstaats des Master-ELTIF, dass der Master-ELTIF ein ELTIF ist.“";Informationspflicht;muss;Der Antrag auf Zulassung als ELTIF enthält alle folgenden Elemente;Wirtschaft;der Antrag auf Zulassung als ELTIF;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32023R0606#art_1
32023R0606;Art. 1 Artikel 1 Nummer 4 Buchstabe b;Der EU-AIFM muss der zuständigen Behörde die vorgesehenen Unterlagen vorlegen.;„Unbeschadet des Absatzes 1 legt ein EU-AIFM, der einen Antrag auf Verwaltung eines in einem anderen Mitgliedstaat niedergelassenen ELTIF stellt, der für den ELTIF zuständigen Behörde folgende Unterlagen vor:“;Informationspflicht;muss;legt … der für den ELTIF zuständigen Behörde folgende Unterlagen vor;Wirtschaft;ein EU-AIFM, der einen Antrag auf Verwaltung eines in einem anderen Mitgliedstaat niedergelassenen ELTIF stellt;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32023R0606#art_1
32023R0606;Art. 2 Satz 5;Ein vor dem 10. Januar 2024 zugelassener ELTIF muss die zuständige Behörde informieren, wenn er der vorliegenden Verordnung unterfallen will.;Ungeachtet des Unterabsatzes 3 kann ein vor dem 10. Januar 2024 zugelassener ELTIF entscheiden, der vorliegenden Verordnung zu unterfallen, sofern die zuständige Behörde des ELTIF hiervon unterrichtet wird.;Informationspflicht;muss;sofern die zuständige Behörde des ELTIF hiervon unterrichtet wird;Wirtschaft;ein vor dem 10. Januar 2024 zugelassener ELTIF;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32023R0606#art_2
