norm;referenz;vorgabe_zusammenfassung;zitat;art_der_vorgabe;pflichtstaerke;sprachlicher_indikator;normadressat_kategorie;normadressat_text;quelle
32009L0138;Art. 9 Nummer 3 Buchstabe a;Die betroffenen Rentenversicherungsunternehmen müssen getrennte rechtliche Einheiten schaffen.;die Rentenversicherungsunternehmen, die nach finnischem Recht bereits zu getrennter Rechnungsführung und Verwaltung für ihre Rententätigkeit verpflichtet sind, ab dem 1. Januar 1995 getrennte rechtliche Einheiten zur Ausübung dieser Tätigkeit schaffen;Handlungspflicht;muss;verpflichtet sind … getrennte rechtliche Einheiten … schaffen;Wirtschaft;die Rentenversicherungsunternehmen, die nach finnischem Recht bereits zu getrennter Rechnungsführung und Verwaltung für ihre Rententätigkeit verpflichtet sind;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32009L0138#art_9
32009L0138;Art. 9 Nummer 3 Buchstabe b;Die finnischen Behörden müssen EU-Angehörigen und Unternehmen den nichtdiskriminierenden Zugang zu den betreffenden Tätigkeiten gestatten.;und b) die finnischen Behörden allen Angehörigen und Unternehmen von Mitgliedstaaten in nichtdiskriminierender Weise gestatten, gemäß den finnischen Rechtsvorschriften, die in Artikel 2 genannten Tätigkeiten bezüglich dieser Ausnahme auszuüben, und zwar als Eigentümer eines bestehenden Versicherungsunternehmens oder einer bestehenden Versicherungsgruppe oder mittels Schaffung neuer Versicherungsunternehmen oder -gruppen, einschließlich Rentenversicherungsunternehmen, oder Beteiligung daran;Handlungspflicht;muss;die finnischen Behörden … gestatten;Öffentliche Verwaltung;die finnischen Behörden;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32009L0138#art_9
32009L0138;Art. 12 Absatz 2;Die Mitgliedstaaten müssen eine Liste der betreffenden Rückversicherungsunternehmen erstellen.;Die Mitgliedstaaten erstellen eine Liste der betreffenden Rückversicherungsunternehmen und übermitteln sie allen anderen Mitgliedstaaten.;Handlungspflicht;muss;erstellen eine Liste;Öffentliche Verwaltung;Die Mitgliedstaaten;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32009L0138#art_12
32009L0138;Art. 12 Absatz 2;Die Mitgliedstaaten müssen die Liste allen anderen Mitgliedstaaten übermitteln.;Die Mitgliedstaaten erstellen eine Liste der betreffenden Rückversicherungsunternehmen und übermitteln sie allen anderen Mitgliedstaaten.;Handlungspflicht;muss;übermitteln sie allen anderen Mitgliedstaaten;Öffentliche Verwaltung;Die Mitgliedstaaten;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32009L0138#art_12
32009L0138;Art. 14 Absatz 2;Die genannten Unternehmen müssen die Zulassung bei den Aufsichtsbehörden des Herkunftsmitgliedstaats beantragen.;Die in Absatz 1 genannte Zulassung muss bei den Aufsichtsbehörden des Herkunftsmitgliedstaats durch folgende Unternehmen beantragt werden: a) Unternehmen, die ihren Sitz im Hoheitsgebiet dieses Mitgliedstaats begründen, oder b) Versicherungsunternehmen, die eine Zulassung gemäß Unterabsatz 1 bereits erhalten haben und ihre Tätigkeit auf einen ganzen Versicherungszweig oder auf Versicherungszweige ausdehnen möchten, für den bzw. die sie bislang noch keine Zulassung erhalten haben.;Informationspflicht;muss;muss bei den Aufsichtsbehörden des Herkunftsmitgliedstaats ... beantragt werden;Wirtschaft;folgende Unternehmen;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32009L0138#art_14
32009L0138;Art. 15 Absatz 2 Satz 3;Ein Risiko eines Versicherungszweigs darf nicht von einem anderen Versicherungszweig übernommen werden.;Außer in den unter Artikel 16 aufgeführten Fällen darf ein zu einem Zweig gehörendes Risiko nicht von einem anderen Versicherungszweig übernommen werden.;Unterlassungspflicht;muss;darf … nicht … übernommen werden;Wirtschaft;ein zu einem Zweig gehörendes Risiko;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32009L0138#art_15
32009L0138;Art. 15 Absatz 4 Satz 1;Unternehmen dürfen Beistandsleistungen nur bei entsprechender Zulassung ausüben.;Die unter diese Richtlinie fallenden Unternehmen dürfen eine Beistandsleistung gemäß Artikel 6 nur ausüben, wenn sie für den Zweig 18 von Anhang I Teil A zugelassen sind, unbeschadet von Artikel 16 Absatz 1.;Unterlassungspflicht;muss;dürfen … nur ausüben, wenn;Wirtschaft;Die unter diese Richtlinie fallenden Unternehmen;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32009L0138#art_15
32009L0138;Art. 17 Absatz 1;Der Herkunftsmitgliedstaat muss vorgeben, dass ein Zulassungsbewerber eine Rechtsform nach Anhang III annimmt.;(1) Der Herkunftsmitgliedstaat schreibt vor, dass ein Unternehmen, das seine Zulassung gemäß Artikel 14 beantragt, eine der in Anhang III aufgeführten Rechtsformen annimmt.;Handlungspflicht;muss;schreibt vor, dass;Öffentliche Verwaltung;der Herkunftsmitgliedstaat;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32009L0138#art_17
32009L0138;Art. 18 Absatz 1 Buchstabe a;Die antragstellenden Versicherungsunternehmen müssen ihren Gesellschaftszweck auf Versicherungstätigkeiten beschränken.;"Der Herkunftsmitgliedstaat schreibt vor, dass die Unternehmen, die ihre Zulassung beantragen, a) sofern Versicherungsunternehmen betroffen sind, ihren Gesellschaftszweck unter Ausschluss jeder anderen Geschäftstätigkeit auf die Tätigkeit der Versicherung und auf Geschäfte beschränken, die unmittelbar hiermit im Zusammenhang stehen;";Handlungspflicht;muss;schreibt vor, dass … ihren Gesellschaftszweck … beschränken;Wirtschaft;die Unternehmen, die ihre Zulassung beantragen;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32009L0138#art_18
32009L0138;Art. 18 Absatz 1 Buchstabe b;Die antragstellenden Rückversicherungsunternehmen müssen ihren Gesellschaftszweck auf Rückversicherungstätigkeiten beschränken.;"Der Herkunftsmitgliedstaat schreibt vor, dass die Unternehmen, die ihre Zulassung beantragen, b) sofern Rückversicherungsunternehmen betroffen sind, ihren Gesellschaftszweck auf die Tätigkeit der Rückversicherung und damit verbundene Geschäfte beschränken;";Handlungspflicht;muss;schreibt vor, dass … ihren Gesellschaftszweck … beschränken;Wirtschaft;die Unternehmen, die ihre Zulassung beantragen;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:32009L0138#art_18
