norm;referenz;vorgabe_zusammenfassung;zitat;art_der_vorgabe;pflichtstaerke;sprachlicher_indikator;normadressat_kategorie;normadressat_text;quelle
31989L0391;Art. 4 Absatz 1;Die Mitgliedstaaten müssen die erforderlichen Vorkehrungen treffen, damit die Arbeitgeber, Arbeitnehmer und Arbeitnehmervertreter den notwendigen Rechtsvorschriften unterliegen.;Die Mitgliedstaaten treffen die erforderlichen Vorkehrungen, um zu gewährleisten, daß die Arbeitgeber, die Arbeitnehmer und die Arbeitnehmervertreter den für die Anwendung dieser Richtlinie erforderlichen Rechtsvorschriften unterliegen.;Handlungspflicht;muss;treffen die erforderlichen Vorkehrungen, um zu gewährleisten;Öffentliche Verwaltung;Die Mitgliedstaaten;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31989L0391#art_4
31989L0391;Art. 4 Absatz 2;Die Mitgliedstaaten müssen für eine angemessene Kontrolle und Überwachung sorgen.;Die Mitgliedstaten tragen insbesondere für eine angemessene Kontrolle und Überwachung Sorge.;Handlungspflicht;muss;tragen insbesondere für … Sorge;Öffentliche Verwaltung;Die Mitgliedstaten;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31989L0391#art_4
31989L0391;Art. 5 Absatz 1;Der Arbeitgeber muss für die Sicherheit und den Gesundheitsschutz der Arbeitnehmer sorgen.;(1) Der Arbeitgeber ist verpflichtet, für die Sicherheit und den Gesundheitsschutz der Arbeitnehmer in bezug auf alle Aspekte, die die Arbeit betreffen, zu sorgen.;Handlungspflicht;muss;ist verpflichtet, … zu sorgen;Wirtschaft;der Arbeitgeber;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31989L0391#art_5
31989L0391;Art. 6 Absatz 1 Satz 1;Der Arbeitgeber muss die erforderlichen Sicherheits- und Gesundheitsschutzmaßnahmen treffen.;Im Rahmen seiner Verpflichtungen trifft der Arbeitgeber die für die Sicherheit und den Gesundheitsschutz der Arbeitnehmer erforderlichen Maßnahmen, einschließlich der Maßnahmen zur Verhütung berufsbedingter Gefahren, zur Information und zur Unterweisung sowie der Bereitstellung einer geeigneten Organisation und der erforderlichen Mittel.;Handlungspflicht;muss;trifft der Arbeitgeber die für die Sicherheit und den Gesundheitsschutz der Arbeitnehmer erforderlichen Maßnahmen;Wirtschaft;der Arbeitgeber;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31989L0391#art_6
31989L0391;Art. 6 Absatz 1 Satz 2;Der Arbeitgeber muss die Maßnahmen anpassen und eine Verbesserung der Arbeitsbedingungen anstreben.;Der Arbeitgeber muß darauf achten, daß diese Maßnahmen entsprechend den sich ändernden Gegebenheiten angepasst werden, und er muß eine Verbesserung der bestehenden Arbeitsbedingungen anstreben.;Handlungspflicht;muss;muß darauf achten … und er muß … anstreben;Wirtschaft;der Arbeitgeber;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31989L0391#art_6
31989L0391;Art. 6 Absatz 2;Der Arbeitgeber muss die Maßnahmen nach den allgemeinen Grundsätzen der Gefahrenverhütung umsetzen.;"Der Arbeitgeber setzt die Maßnahmen nach Absatz 1 Unterabsatz 1 ausgehend von folgenden allgemeinen Grundsätzen der Gefahrenverhütung um: a) Vermeidung von Risiken; b) Abschätzung nichtvermeidbarer Risiken; c) Gefahrenbekämpfung an der Quelle; d) Berücksichtigung des Faktors ""Mensch"" bei der Arbeit, insbesondere bei der Gestaltung von Arbeitsplätzen sowie bei der Auswahl von Arbeitsmitteln und Arbeits- und Fertigungsverfahren, vor allem im Hinblick auf eine Erleichterung bei eintöniger Arbeit und bei maschinenbestimmtem Arbeitsrhythmus sowie auf eine Abschwächung ihrer gesundheitsschädigenden Auswirkungen; e) Berücksichtigung des Stands der Technik; f) Ausschaltung oder Verringerung von Gefahrenmomenten; g) Planung der Gefahrenverhütung mit dem Ziel einer kohärenten Verknüpfung von Technik, Arbeitsorganisation, Arbeitsbedingungen, sozialen Beziehungen und Einfluß der Umwelt auf den Arbeitsplatz; h) Vorrang des kollektiven Gefahrenschutzes vor individuellem Gefahrenschutz; i) Erteilung geeigneter Anweisungen an die Arbeitnehmer.";Handlungspflicht;muss;setzt die Maßnahmen … um;Wirtschaft;der Arbeitgeber;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31989L0391#art_6
31989L0391;Art. 6 Absatz 3 Buchstabe a;Der Arbeitgeber muss Gefahren beurteilen und die darauf beruhenden Maßnahmen und Verfahren entsprechend ausrichten.;"a) Beurteilung von Gefahren für Sicherheit und Gesundheit der Arbeitnehmer, unter anderem bei der Auswahl von Arbeitsmitteln, chemischen Stoffen oder Zubereitungen und bei der Gestaltung der Arbeitsplätze. Die vom Arbeitgeber aufgrund dieser Beurteilung getroffenen Maßnahmen zur Gefahrenverhütung sowie die von ihm angewendeten Arbeits- und Produktionsverfahren müssen erforderlichenfalls - einen höheren Grad an Sicherheit und einen besseren Gesundheitsschutz der Arbeitnehmer gewährleisten; - in alle Tätigkeiten des Unternehmens bzw. des Betriebes und auf allen Führungsebenen einbezogen werden;";Handlungspflicht;muss;Beurteilung von Gefahren … müssen erforderlichenfalls;Wirtschaft;der Arbeitgeber;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31989L0391#art_6
31989L0391;Art. 6 Absatz 3 Buchstabe b;Der Arbeitgeber muss bei Aufgabenübertragung die Eignung des Arbeitnehmers berücksichtigen.;"b) bei Übertragung von Aufgaben an einen Arbeitnehmer Berücksichtigung der Eignung dieses Arbeitnehmers in bezug auf Sicherheit und Gesundheit;";Handlungspflicht;muss;bei Übertragung von Aufgaben … Berücksichtigung;Wirtschaft;der Arbeitgeber;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31989L0391#art_6
31989L0391;Art. 6 Absatz 3 Buchstabe c;Die Arbeitnehmer oder ihre Vertreter müssen zu den Auswirkungen neuer Technologien angehört werden.;"c) bei der Planung und Einführung neuer Technologien sind die Arbeitnehmer bzw. ihre Vertreter zu den Auswirkungen zu hören, die die Auswahl der Arbeitsmittel, die Gestaltung der Arbeitsbedingungen und die Einwirkung der Umwelt auf den Arbeitsplatz für die Sicherheit und Gesundheit der Arbeitnehmer haben;";Duldungs-/Mitwirkungspflicht;muss;sind die Arbeitnehmer bzw. ihre Vertreter … zu hören;Wirtschaft;die Arbeitnehmer bzw. ihre Vertreter;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31989L0391#art_6
31989L0391;Art. 6 Absatz 3 Buchstabe d;Der Arbeitgeber muss den Zugang zu Gefahrenbereichen auf ausreichend unterwiesene Arbeitnehmer beschränken.;d) es ist durch geeignete Maßnahmen dafür zu sorgen, daß nur die Arbeitnehmer, die ausreichende Anweisungen erhalten haben, Zugang zu den Bereichen mit ernsten und spezifischen Gefahren haben.;Handlungspflicht;muss;es ist durch geeignete Maßnahmen dafür zu sorgen, daß nur … Zugang … haben;Wirtschaft;der Arbeitgeber;https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31989L0391#art_6
